# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YBR064W	YBR064W	YBR064W	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
YBR071W	YBR071W	YBR071W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR072C-A	YBR072C-A	YBR072C-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YBR076C-A	YBR076C-A	YBR076C-A	protein_coding	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8
YBR085C-A	YBR085C-A	YBR085C-A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR113W	YBR113W	YBR113W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR121C-A	YBR121C-A	YBR121C-A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
YBR124W	YBR124W	YBR124W	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
YBR126W-A	YBR126W-A	YBR126W-A	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
YBR126W-B	YBR126W-B	YBR126W-B	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
YBR131C-A	YBR131C-A	YBR131C-A	protein_coding	0	0	0	34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31
YBR134W	YBR134W	YBR134W	protein_coding	1	1	1	59	0	0	0	0	36	1	0	0	1	0	0	0	0	0	0	0	1	23
YBR137W	YBR137W	YBR137W	protein_coding	0	2	0	61	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	27
YBR138C	YBR138C	YBR138C	protein_coding	0	8	3	56	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	8	31
YBR139W	YBR139W	YBR139W	protein_coding	0	7	2	67	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	7	21
YBR141W-A	YBR141W-A	YBR141W-A	protein_coding	0	1	0	64	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	1	31
YBR144C	YBR144C	YBR144C	protein_coding	0	0	1	73	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	38
YBR174C	YBR174C	YBR174C	protein_coding	0	2	3	64	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	2	26
YBR178W	YBR178W	YBR178W	protein_coding	0	1	2	66	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	1	34
YBR182C-A	YBR182C-A	YBR182C-A	protein_coding	0	0	0	68	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	29
YBR184W	YBR184W	YBR184W	protein_coding	0	4	4	77	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	4	41
YBR190W	YBR190W	YBR190W	protein_coding	0	0	3	73	0	0	0	0	35	0	0	0	3	0	0	0	0	0	0	0	0	38
YBR191W-A	YBR191W-A	YBR191W-A	protein_coding	0	0	0	70	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	36
YBR196C-A	YBR196C-A	YBR196C-A	protein_coding	0	0	1	71	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	40
YBR196C-B	YBR196C-B	YBR196C-B	protein_coding	0	1	0	71	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	36
YBR197C	YBR197C	YBR197C	protein_coding	1	3	2	70	0	0	0	0	36	0	0	0	2	0	0	1	0	0	1	0	3	34
YBR200W-A	YBR200W-A	YBR200W-A	protein_coding	0	1	0	68	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	1	32
YBR201C-A	YBR201C-A	YBR201C-A	protein_coding	0	1	1	74	0	0	0	0	34	0	0	0	1	0	0	1	0	0	0	1	0	40
YBR206W	YBR206W	YBR206W	protein_coding	0	0	0	63	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	35
YBR209W	YBR209W	YBR209W	protein_coding	0	0	2	67	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0	0	24
YBR219C	YBR219C	YBR219C	protein_coding	0	1	0	37	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	1	17
YBR220C	YBR220C	YBR220C	protein_coding	0	5	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	5	21
YBR221W-A	YBR221W-A	YBR221W-A	protein_coding	0	0	0	47	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	20
YBR223W-A	YBR223W-A	YBR223W-A	protein_coding	0	0	0	46	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	18
YBR224W	YBR224W	YBR224W	protein_coding	0	0	4	47	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	21
YBR225W	YBR225W	YBR225W	protein_coding	0	9	5	56	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	9	23
YBR226C	YBR226C	YBR226C	protein_coding	1	2	2	58	0	0	0	0	25	1	0	0	2	0	0	0	0	0	0	0	2	33
YBR230W-A	YBR230W-A	YBR230W-A	protein_coding	0	1	2	70	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	1	39
YBR232C	YBR232C	YBR232C	protein_coding	0	2	0	66	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	24
YBR238C	YBR238C	YBR238C	protein_coding	0	6	1	69	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	6	26
YBR241C	YBR241C	YBR241C	protein_coding	0	0	0	28	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	4
YBR242W	YBR242W	YBR242W	protein_coding	0	0	1	16	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	12
YBR255C-A	YBR255C-A	YBR255C-A	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR259W	YBR259W	YBR259W	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
YBR277C	YBR277C	YBR277C	protein_coding	0	0	1	20	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	4
YBR284W	YBR284W	YBR284W	protein_coding	0	4	4	18	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	4	13
YBR285W	YBR285W	YBR285W	protein_coding	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16
YBR287W	YBR287W	YBR287W	protein_coding	0	0	1	15	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	12
YBR292C	YBR292C	YBR292C	protein_coding	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
YBR296C-A	YBR296C-A	YBR296C-A	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
YBR298C-A	YBR298C-A	YBR298C-A	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
YBR300C	YBR300C	YBR300C	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
YBT1	YLL048C	YLL048C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
YCF1	YDR135C	YDR135C	protein_coding	0	7	3	22	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	7	7
YCG1	YDR325W	YDR325W	protein_coding	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
YCH1	YGR203W	YGR203W	protein_coding	0	1	0	34	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	10
YCK2	YNL154C	YNL154C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YCK3	YER123W	YER123W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YCL001W-A	YCL001W-A	YCL001W-A	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
YCL001W-B	YCL001W-B	YCL001W-B	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
YCL002C	YCL002C	YCL002C	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
YCL007C	YCL007C	YCL007C	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YCL012C	YCL012C	YCL012C	protein_coding	1	1	0	32	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	1	8
YCL019W	YCL019W	YCL019W	protein_coding	0	0	0	38	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	13
YCL020W	YCL020W	YCL020W	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
YCL021W-A	YCL021W-A	YCL021W-A	protein_coding	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
YCL022C	YCL022C	YCL022C	protein_coding	0	1	2	14	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	6
YCL023C	YCL023C	YCL023C	protein_coding	0	1	1	23	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	1	14
YCL041C	YCL041C	YCL041C	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
YCL042W	YCL042W	YCL042W	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
YCL046W	YCL046W	YCL046W	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
YCL048W-A	YCL048W-A	YCL048W-A	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
YCL049C	YCL049C	YCL049C	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
YCL074W	YCL074W	YCL074W	pseudogene	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
YCL075W	YCL075W	YCL075W	pseudogene	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
YCL076W	YCL076W	YCL076W	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
YCP4	YCR004C	YCR004C	protein_coding	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8
YCR001W	YCR001W	YCR001W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
YCR006C	YCR006C	YCR006C	protein_coding	0	0	2	10	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	8
YCR007C	YCR007C	YCR007C	protein_coding	0	1	0	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	9
YCR013C	YCR013C	YCR013C	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR015C	YCR015C	YCR015C	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
YCR016W	YCR016W	YCR016W	protein_coding	0	1	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	3
YCR018C-A	YCR018C-A	YCR018C-A	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2
YCR022C	YCR022C	YCR022C	protein_coding	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
YCR023C	YCR023C	YCR023C	protein_coding	0	1	3	17	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	1	12
YCR024C-B	YCR024C-B	YCR024C-B	protein_coding	1	0	1	20	0	0	0	0	10	1	0	0	1	0	0	0	0	0	0	0	0	10
YCR025C	YCR025C	YCR025C	protein_coding	0	1	2	16	0	0	0	0	10	0	1	0	2	0	0	0	0	0	0	0	0	6
YCR038W-A	YCR038W-A	YCR038W-A	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8
YCR041W	YCR041W	YCR041W	protein_coding	0	2	2	12	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	7
YCR043C	YCR043C	YCR043C	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR045W-A	YCR045W-A	YCR045W-A	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
YCR047W-A	YCR047W-A	YCR047W-A	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR049C	YCR049C	YCR049C	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	8
YCR050C	YCR050C	YCR050C	protein_coding	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
YCR051W	YCR051W	YCR051W	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5
YCR061W	YCR061W	YCR061W	protein_coding	0	1	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	7
YCR064C	YCR064C	YCR064C	protein_coding	0	0	1	12	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	3
YCR075W-A	YCR075W-A	YCR075W-A	protein_coding	0	0	0	54	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	20
YCR081C-A	YCR081C-A	YCR081C-A	protein_coding	0	0	2	50	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	22
YCR085W	YCR085W	YCR085W	protein_coding	0	1	0	43	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	27
YCR087C-A	YCR087C-A	YCR087C-A	protein_coding	0	2	0	30	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	12
YCR087W	YCR087W	YCR087W	protein_coding	0	0	2	30	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	18
YCR090C	YCR090C	YCR090C	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
YCR095W-A	YCR095W-A	YCR095W-A	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR097W-A	YCR097W-A	YCR097W-A	protein_coding	0	0	0	36	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	12
YCR099C	YCR099C	YCR099C	protein_coding	0	0	0	34	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	8
YCR100C	YCR100C	YCR100C	protein_coding	0	0	1	38	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	12
YCR101C	YCR101C	YCR101C	protein_coding	0	1	0	38	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	12
YCR102C	YCR102C	YCR102C	protein_coding	0	0	3	18	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	8
YCR102W-A	YCR102W-A	YCR102W-A	protein_coding	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10
YCR108C	YCR108C	YCR108C	protein_coding	0	0	1	10	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0
YCS4	YLR272C	YLR272C	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
YCT1	YLL055W	YLL055W	protein_coding	0	4	1	47	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	4	40
YDC1	YPL087W	YPL087W	protein_coding	0	2	0	45	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	37
YDJ1	YNL064C	YNL064C	protein_coding	0	2	2	28	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	2	4
YDL007C-A	YDL007C-A	YDL007C-A	protein_coding	0	0	0	54	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	18
YDL009C	YDL009C	YDL009C	protein_coding	0	1	1	41	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	34
YDL011C	YDL011C	YDL011C	protein_coding	0	1	1	39	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	33
YDL012C	YDL012C	YDL012C	protein_coding	0	1	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	35
YDL016C	YDL016C	YDL016C	protein_coding	0	0	2	10	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6
YDL022C-A	YDL022C-A	YDL022C-A	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL023C	YDL023C	YDL023C	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
YDL025W-A	YDL025W-A	YDL025W-A	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
YDL026W	YDL026W	YDL026W	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL027C	YDL027C	YDL027C	protein_coding	0	0	1	10	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	5
YDL032W	YDL032W	YDL032W	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL034W	YDL034W	YDL034W	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
YDL041W	YDL041W	YDL041W	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL050C	YDL050C	YDL050C	protein_coding	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	17
YDL057W	YDL057W	YDL057W	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL062W	YDL062W	YDL062W	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
YDL068W	YDL068W	YDL068W	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL071C	YDL071C	YDL071C	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL073W	YDL073W	YDL073W	protein_coding	0	2	5	7	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	2	5
YDL085C-A	YDL085C-A	YDL085C-A	protein_coding	0	2	0	46	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2	14
YDL086C-A	YDL086C-A	YDL086C-A	protein_coding	0	1	1	47	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	1	19
YDL086W	YDL086W	YDL086W	protein_coding	0	2	1	48	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	2	30
YDL094C	YDL094C	YDL094C	protein_coding	1	1	4	56	0	0	0	0	27	0	0	0	4	0	0	0	1	0	0	0	1	29
YDL109C	YDL109C	YDL109C	protein_coding	0	9	5	51	0	0	0	0	26	0	0	0	5	0	0	0	0	0	0	0	9	25
YDL114W	YDL114W	YDL114W	protein_coding	0	3	2	50	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	3	21
YDL114W-A	YDL114W-A	YDL114W-A	protein_coding	0	0	0	46	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	21
YDL118W	YDL118W	YDL118W	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL119C	YDL119C	YDL119C	protein_coding	0	0	1	21	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	17
YDL121C	YDL121C	YDL121C	protein_coding	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10
YDL124W	YDL124W	YDL124W	protein_coding	0	1	7	27	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	1	23
YDL129W	YDL129W	YDL129W	protein_coding	0	2	2	40	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	2	19
YDL144C	YDL144C	YDL144C	protein_coding	0	3	2	32	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	3	20
YDL152W	YDL152W	YDL152W	protein_coding	0	0	2	46	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	20
YDL157C	YDL157C	YDL157C	protein_coding	0	0	1	42	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	28
YDL158C	YDL158C	YDL158C	protein_coding	1	0	0	39	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	26
YDL159C-B	YDL159C-B	YDL159C-B	protein_coding	0	0	0	31	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	20
YDL159W-A	YDL159W-A	YDL159W-A	protein_coding	0	0	1	26	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	7
YDL162C	YDL162C	YDL162C	protein_coding	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
YDL163W	YDL163W	YDL163W	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL176W	YDL176W	YDL176W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL177C	YDL177C	YDL177C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL180W	YDL180W	YDL180W	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL183C	YDL183C	YDL183C	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
YDL185C-A	YDL185C-A	YDL185C-A	protein_coding	0	0	0	16	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL186W	YDL186W	YDL186W	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
YDL187C	YDL187C	YDL187C	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL196W	YDL196W	YDL196W	protein_coding	0	0	1	44	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	27
YDL199C	YDL199C	YDL199C	protein_coding	0	10	2	50	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	10	23
YDL206W	YDL206W	YDL206W	protein_coding	0	7	7	32	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	7	10
YDL211C	YDL211C	YDL211C	protein_coding	0	4	3	24	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	4	11
YDL218W	YDL218W	YDL218W	protein_coding	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8
YDL221W	YDL221W	YDL221W	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL228C	YDL228C	YDL228C	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL240C-A	YDL240C-A	YDL240C-A	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL241W	YDL241W	YDL241W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL242W	YDL242W	YDL242W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL247W-A	YDL247W-A	YDL247W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR003W-A	YDR003W-A	YDR003W-A	protein_coding	0	0	0	26	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	16
YDR008C	YDR008C	YDR008C	protein_coding	0	0	1	38	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	30
YDR010C	YDR010C	YDR010C	protein_coding	4	0	2	33	0	0	0	0	14	2	0	0	2	0	0	1	0	1	1	0	0	19
YDR015C	YDR015C	YDR015C	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5
YDR018C	YDR018C	YDR018C	protein_coding	1	2	1	12	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	2	8
YDR029W	YDR029W	YDR029W	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR034C-A	YDR034C-A	YDR034C-A	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
YDR034C-C	YDR034C-C	YDR034C-C	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR034C-D	YDR034C-D	YDR034C-D	protein_coding	0	1	1	14	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	1	5
YDR034W-B	YDR034W-B	YDR034W-B	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR042C	YDR042C	YDR042C	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR048C	YDR048C	YDR048C	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR053W	YDR053W	YDR053W	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR056C	YDR056C	YDR056C	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR061W	YDR061W	YDR061W	protein_coding	0	1	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	2
YDR089W	YDR089W	YDR089W	protein_coding	0	0	1	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
YDR090C	YDR090C	YDR090C	protein_coding	0	0	2	4	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
YDR094W	YDR094W	YDR094W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR095C	YDR095C	YDR095C	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR098C-B	YDR098C-B	YDR098C-B	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR102C	YDR102C	YDR102C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR124W	YDR124W	YDR124W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR131C	YDR131C	YDR131C	protein_coding	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
